source_file;entrypoint_from_main;depth;function;function_camel_case;called_by;path_from_main
src/imageCompositeConverter.py;main;2;updateSuccessfulConversionsManifestWithMetrics;updateSuccessfulConversionsManifestWithMetrics;convertRange;main > convertRange > updateSuccessfulConversionsManifestWithMetrics
src/imageCompositeConverter.py;main;3;_readSuccessfulConversionManifestMetrics;_readSuccessfulConversionManifestMetrics;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _readSuccessfulConversionManifestMetrics
src/imageCompositeConverter.py;main;4;_parseSuccessfulConversionManifestLine;_parseSuccessfulConversionManifestLine;_readSuccessfulConversionManifestMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _readSuccessfulConversionManifestMetrics > _parseSuccessfulConversionManifestLine
src/imageCompositeConverter.py;main;3;collectSuccessfulConversionQualityMetrics;collectSuccessfulConversionQualityMetrics;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > collectSuccessfulConversionQualityMetrics
src/imageCompositeConverter.py;main;4;_loadIterationLogRows;_loadIterationLogRows;collectSuccessfulConversionQualityMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > collectSuccessfulConversionQualityMetrics > _loadIterationLogRows
src/imageCompositeConverter.py;main;4;_findImagePathByVariant;_findImagePathByVariant;collectSuccessfulConversionQualityMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > collectSuccessfulConversionQualityMetrics > _findImagePathByVariant
src/imageCompositeConverter.py;main;4;_readValidationLogDetails;_readValidationLogDetails;collectSuccessfulConversionQualityMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > collectSuccessfulConversionQualityMetrics > _readValidationLogDetails
src/imageCompositeConverter.py;main;3;_isSuccessfulConversionCandidateBetter;_isSuccessfulConversionCandidateBetter;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _isSuccessfulConversionCandidateBetter
src/imageCompositeConverter.py;main;4;_successfulConversionMetricsAvailable;_successfulConversionMetricsAvailable;_isSuccessfulConversionCandidateBetter;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _isSuccessfulConversionCandidateBetter > _successfulConversionMetricsAvailable
src/imageCompositeConverter.py;main;4;_successfulConversionMetricsAvailable;_successfulConversionMetricsAvailable;_isSuccessfulConversionCandidateBetter;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _isSuccessfulConversionCandidateBetter > _successfulConversionMetricsAvailable
src/imageCompositeConverter.py;main;4;_evaluateQualityPassCandidate;_evaluateQualityPassCandidate;_isSuccessfulConversionCandidateBetter;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _isSuccessfulConversionCandidateBetter > _evaluateQualityPassCandidate
src/imageCompositeConverter.py;main;3;_storeSuccessfulConversionSnapshot;_storeSuccessfulConversionSnapshot;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _storeSuccessfulConversionSnapshot
src/imageCompositeConverter.py;main;4;_successfulConversionSnapshotPaths;_successfulConversionSnapshotPaths;_storeSuccessfulConversionSnapshot;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _storeSuccessfulConversionSnapshot > _successfulConversionSnapshotPaths
src/imageCompositeConverter.py;main;5;_successfulConversionSnapshotDir;_successfulConversionSnapshotDir;_successfulConversionSnapshotPaths;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _storeSuccessfulConversionSnapshot > _successfulConversionSnapshotPaths > _successfulConversionSnapshotDir
src/imageCompositeConverter.py;main;3;_mergeSuccessfulConversionMetrics;_mergeSuccessfulConversionMetrics;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _mergeSuccessfulConversionMetrics
src/imageCompositeConverter.py;main;3;_restoreSuccessfulConversionSnapshot;_restoreSuccessfulConversionSnapshot;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _restoreSuccessfulConversionSnapshot
src/imageCompositeConverter.py;main;4;_successfulConversionSnapshotPaths;_successfulConversionSnapshotPaths;_restoreSuccessfulConversionSnapshot;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _restoreSuccessfulConversionSnapshot > _successfulConversionSnapshotPaths
src/imageCompositeConverter.py;main;5;_successfulConversionSnapshotDir;_successfulConversionSnapshotDir;_successfulConversionSnapshotPaths;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _restoreSuccessfulConversionSnapshot > _successfulConversionSnapshotPaths > _successfulConversionSnapshotDir
src/imageCompositeConverter.py;main;3;_formatSuccessfulConversionManifestLine;_formatSuccessfulConversionManifestLine;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _formatSuccessfulConversionManifestLine
src/imageCompositeConverter.py;main;4;_successfulConversionMetricsAvailable;_successfulConversionMetricsAvailable;_formatSuccessfulConversionManifestLine;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _formatSuccessfulConversionManifestLine > _successfulConversionMetricsAvailable
src/imageCompositeConverter.py;main;3;_formatSuccessfulConversionManifestLine;_formatSuccessfulConversionManifestLine;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _formatSuccessfulConversionManifestLine
src/imageCompositeConverter.py;main;4;_successfulConversionMetricsAvailable;_successfulConversionMetricsAvailable;_formatSuccessfulConversionManifestLine;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _formatSuccessfulConversionManifestLine > _successfulConversionMetricsAvailable
src/imageCompositeConverter.py;main;3;_latestFailedConversionManifestEntry;_latestFailedConversionManifestEntry;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _latestFailedConversionManifestEntry
src/imageCompositeConverter.py;main;3;_sortedSuccessfulConversionMetricsRows;_sortedSuccessfulConversionMetricsRows;updateSuccessfulConversionsManifestWithMetrics;main > convertRange > updateSuccessfulConversionsManifestWithMetrics > _sortedSuccessfulConversionMetricsRows
src/imageCompositeConverter.py;main;1;_formatUserDiagnostic;_formatUserDiagnostic;main;main > _formatUserDiagnostic
src/imageCompositeConverterRegions.py;analyzeRangeImpl;0;analyzeRangeImpl;analyzeRangeImpl;;analyzeRangeImpl
src/overviewTiles.py;generateConversionOverviews;0;generateConversionOverviews;generateConversionOverviews;;generateConversionOverviews
src/overviewTiles.py;generateConversionOverviews;1;createTiledOverviewImage;createTiledOverviewImage;generateConversionOverviews;generateConversionOverviews > createTiledOverviewImage
src/overviewTiles.py;generateConversionOverviews;2;_resolveOptionalDependencies;_resolveOptionalDependencies;createTiledOverviewImage;generateConversionOverviews > createTiledOverviewImage > _resolveOptionalDependencies
src/overviewTiles.py;generateConversionOverviews;2;_readPreview;_readPreview;createTiledOverviewImage;generateConversionOverviews > createTiledOverviewImage > _readPreview
src/overviewTiles.py;generateConversionOverviews;3;_renderSvg;_renderSvg;_readPreview;generateConversionOverviews > createTiledOverviewImage > _readPreview > _renderSvg
src/overviewTiles.py;generateConversionOverviews;4;_resolveOptionalDependencies;_resolveOptionalDependencies;_renderSvg;generateConversionOverviews > createTiledOverviewImage > _readPreview > _renderSvg > _resolveOptionalDependencies
src/overviewTiles.py;generateConversionOverviews;3;_readRaster;_readRaster;_readPreview;generateConversionOverviews > createTiledOverviewImage > _readPreview > _readRaster
src/overviewTiles.py;generateConversionOverviews;4;_resolveOptionalDependencies;_resolveOptionalDependencies;_readRaster;generateConversionOverviews > createTiledOverviewImage > _readPreview > _readRaster > _resolveOptionalDependencies
src/overviewTiles.py;generateConversionOverviews;1;createTiledOverviewImage;createTiledOverviewImage;generateConversionOverviews;generateConversionOverviews > createTiledOverviewImage
src/overviewTiles.py;generateConversionOverviews;2;_resolveOptionalDependencies;_resolveOptionalDependencies;createTiledOverviewImage;generateConversionOverviews > createTiledOverviewImage > _resolveOptionalDependencies
src/overviewTiles.py;generateConversionOverviews;2;_readPreview;_readPreview;createTiledOverviewImage;generateConversionOverviews > createTiledOverviewImage > _readPreview
src/overviewTiles.py;generateConversionOverviews;3;_renderSvg;_renderSvg;_readPreview;generateConversionOverviews > createTiledOverviewImage > _readPreview > _renderSvg
src/overviewTiles.py;generateConversionOverviews;4;_resolveOptionalDependencies;_resolveOptionalDependencies;_renderSvg;generateConversionOverviews > createTiledOverviewImage > _readPreview > _renderSvg > _resolveOptionalDependencies
src/overviewTiles.py;generateConversionOverviews;3;_readRaster;_readRaster;_readPreview;generateConversionOverviews > createTiledOverviewImage > _readPreview > _readRaster
src/overviewTiles.py;generateConversionOverviews;4;_resolveOptionalDependencies;_resolveOptionalDependencies;_readRaster;generateConversionOverviews > createTiledOverviewImage > _readPreview > _readRaster > _resolveOptionalDependencies
src/overviewTiles.py;createTiledOverviewImage;0;createTiledOverviewImage;createTiledOverviewImage;;createTiledOverviewImage
src/overviewTiles.py;createTiledOverviewImage;1;_resolveOptionalDependencies;_resolveOptionalDependencies;createTiledOverviewImage;createTiledOverviewImage > _resolveOptionalDependencies
src/overviewTiles.py;createTiledOverviewImage;1;_readPreview;_readPreview;createTiledOverviewImage;createTiledOverviewImage > _readPreview
src/overviewTiles.py;createTiledOverviewImage;2;_renderSvg;_renderSvg;_readPreview;createTiledOverviewImage > _readPreview > _renderSvg
src/overviewTiles.py;createTiledOverviewImage;3;_resolveOptionalDependencies;_resolveOptionalDependencies;_renderSvg;createTiledOverviewImage > _readPreview > _renderSvg > _resolveOptionalDependencies
src/overviewTiles.py;createTiledOverviewImage;2;_readRaster;_readRaster;_readPreview;createTiledOverviewImage > _readPreview > _readRaster
src/overviewTiles.py;createTiledOverviewImage;3;_resolveOptionalDependencies;_resolveOptionalDependencies;_readRaster;createTiledOverviewImage > _readPreview > _readRaster > _resolveOptionalDependencies
src/overviewTiles.py;_resolveOptionalDependencies;0;_resolveOptionalDependencies;_resolveOptionalDependencies;;_resolveOptionalDependencies
src/overviewTiles.py;_readPreview;0;_readPreview;_readPreview;;_readPreview
src/overviewTiles.py;_readPreview;1;_renderSvg;_renderSvg;_readPreview;_readPreview > _renderSvg
src/overviewTiles.py;_readPreview;2;_resolveOptionalDependencies;_resolveOptionalDependencies;_renderSvg;_readPreview > _renderSvg > _resolveOptionalDependencies
src/overviewTiles.py;_readPreview;1;_readRaster;_readRaster;_readPreview;_readPreview > _readRaster
src/overviewTiles.py;_readPreview;2;_resolveOptionalDependencies;_resolveOptionalDependencies;_readRaster;_readPreview > _readRaster > _resolveOptionalDependencies
src/overviewTiles.py;_readRaster;0;_readRaster;_readRaster;;_readRaster
src/overviewTiles.py;_readRaster;1;_resolveOptionalDependencies;_resolveOptionalDependencies;_readRaster;_readRaster > _resolveOptionalDependencies
