variant,source,image_path,svg_path,width,height,mean_delta2,normalized_mse,status,image_area
AC0870_L,successful_conversion,artifacts/images_to_convert/AC0870_L.jpg,src/artifacts/converted_images/converted_svgs/AC0870_L.svg,30,30,6839.046875,0.03505855119825708,ok,900
AC0870_M,successful_conversion,artifacts/images_to_convert/AC0870_M.jpg,src/artifacts/converted_images/converted_svgs/AC0870_M.svg,20,20,6348.18017578125,0.032542253880718956,ok,400
AC0870_S,successful_conversion,artifacts/images_to_convert/AC0870_S.jpg,src/artifacts/converted_images/converted_svgs/AC0870_S.svg,15,15,5075.66650390625,0.026019051666826862,ok,225
AC0881_L,successful_conversion,artifacts/images_to_convert/nonconvertable/AC0881_L.jpg,src/artifacts/converted_images/converted_svgs/AC0881_L.svg,25,45,5340.39208984375,0.02737609683374984,ok,1125
AC0881_M,successful_conversion,artifacts/images_to_convert/nonconvertable/AC0881_M.jpg,src/artifacts/converted_images/converted_svgs/AC0881_M.svg,20,35,2780.935791015625,0.014255726213075099,ok,700
AC0881_S,successful_conversion,artifacts/images_to_convert/nonconvertable/AC0881_S.jpg,src/artifacts/converted_images/converted_svgs/AC0881_S.svg,15,25,1082.7440185546875,0.005550398659770281,ok,375
AC0882_L,successful_conversion,artifacts/images_to_convert/AC0882_L.jpg,artifacts/converted_images/converted_svgs/AC0882_L.svg,45,25,2166.453369140625,0.011105745836937716,ok,1125
AC0882_M,successful_conversion,artifacts/images_to_convert/AC0882_M.jpg,src/artifacts/converted_images/converted_svgs/AC0882_M.svg,35,20,3901.889892578125,0.02000199868039536,ok,700
AC0882_S,successful_conversion,artifacts/images_to_convert/AC0882_S.jpg,src/artifacts/converted_images/converted_svgs/AC0882_S.svg,25,15,2946.568115234375,0.015104796182157503,ok,375
AC0023,diff_inventory,artifacts/images_to_convert/AC0023.jpg,artifacts/converted_images/converted_svgs/AC0023.svg,35,111,5771.525390625,0.029586186803152635,ok,3885
AC0040_S,diff_inventory,artifacts/images_to_convert/AC0040_S.jpg,artifacts/converted_images/converted_svgs/AC0040_S.svg,30,80,3987.49169921875,0.02044081352925157,ok,2400
AC0050_L,diff_inventory,artifacts/images_to_convert/AC0050_L.jpg,artifacts/converted_images/converted_svgs/AC0050_L.svg,40,140,3185.39453125,0.016329076156606434,ok,5600
AC0050_M,diff_inventory,artifacts/images_to_convert/AC0050_M.jpg,artifacts/converted_images/converted_svgs/AC0050_M.svg,30,110,3595.999755859375,0.018433934414247725,ok,3300
AC0070_L,diff_inventory,artifacts/images_to_convert/AC0070_L.jpg,artifacts/converted_images/converted_svgs/AC0070_L.svg,40,140,12807.4482421875,0.065653970227797,ok,5600
AC0130,diff_inventory,artifacts/images_to_convert/AC0130.jpg,artifacts/converted_images/converted_svgs/AC0130.svg,40,80,45778.234375,0.2346699186210432,ok,3200
AC0130_M,diff_inventory,artifacts/images_to_convert/AC0130_M.jpg,artifacts/converted_images/converted_svgs/AC0130_M.svg,30,60,54603.58203125,0.27991071142509294,ok,1800
AC0150_1,diff_inventory,artifacts/images_to_convert/AC0150_1.jpg,artifacts/converted_images/converted_svgs/AC0150_1.svg,40,80,44286.4296875,0.22702257945661924,ok,3200
AC0150_L,diff_inventory,artifacts/images_to_convert/AC0150_L.jpg,artifacts/converted_images/converted_svgs/AC0150_L.svg,60,400,41929.92578125,0.21494259018967063,ok,24000
AC0150_S,diff_inventory,artifacts/images_to_convert/AC0150_S.jpg,artifacts/converted_images/converted_svgs/AC0150_S.svg,30,110,40488.2578125,0.20755226355247983,ok,3300
AC0153_L,diff_inventory,artifacts/images_to_convert/AC0153_L.jpg,artifacts/converted_images/converted_svgs/AC0153_L.svg,235,400,13767.7587890625,0.07057674632352941,ok,94000
AC0201_L_sia,diff_inventory,artifacts/images_to_convert/AC0201_L_sia.jpg,artifacts/converted_images/converted_svgs/AC0201_L_sia.svg,50,65,6688.947265625,0.03428910555235166,ok,3250
AC0201_S_sia,diff_inventory,artifacts/images_to_convert/AC0201_S_sia.jpg,artifacts/converted_images/converted_svgs/AC0201_S_sia.svg,20,25,3671.862060546875,0.018822822301919135,ok,500
AC0202,diff_inventory,artifacts/images_to_convert/AC0202.jpg,artifacts/converted_images/converted_svgs/AC0202.svg,50,50,2289.547119140625,0.011736753141820454,ok,2500
AC0202_1,diff_inventory,artifacts/images_to_convert/AC0202_1.jpg,artifacts/converted_images/converted_svgs/AC0202_1.svg,50,50,3128.384765625,0.016036830786236064,ok,2500
AC0203_1,diff_inventory,artifacts/images_to_convert/AC0203_1.jpg,artifacts/converted_images/converted_svgs/AC0203_1.svg,50,50,2518.096435546875,0.012908350303969626,ok,2500
AC0211_M,diff_inventory,artifacts/images_to_convert/AC0211_M.jpg,artifacts/converted_images/converted_svgs/AC0211_M.svg,30,40,4692.958984375,0.024057203559528388,ok,1200
AC0212_M,diff_inventory,artifacts/images_to_convert/AC0212_M.jpg,artifacts/converted_images/converted_svgs/AC0212_M.svg,40,30,8044.68310546875,0.04123892403162245,ok,1200
AC0224_L,diff_inventory,artifacts/images_to_convert/AC0224_L.jpg,artifacts/converted_images/converted_svgs/AC0224_L.svg,75,50,5740.84814453125,0.029428928076541076,ok,3750
AC0232_S,diff_inventory,artifacts/images_to_convert/AC0232_S.jpg,artifacts/converted_images/converted_svgs/AC0232_S.svg,30,20,5656.33984375,0.02899571879405357,ok,600
AC0234_S,diff_inventory,artifacts/images_to_convert/AC0234_S.jpg,artifacts/converted_images/converted_svgs/AC0234_S.svg,30,20,8331.138671875,0.04270736215237729,ok,600
AC0242_L,diff_inventory,artifacts/images_to_convert/AC0242_L.jpg,artifacts/converted_images/converted_svgs/AC0242_L.svg,65,50,5721.7548828125,0.029331051558695375,ok,3250
AC0301_1L_sia,diff_inventory,artifacts/images_to_convert/AC0301_1L_sia.jpg,artifacts/converted_images/converted_svgs/AC0301_1L_sia.svg,80,80,7533.2861328125,0.03861738373862617,ok,6400
AC0301_1_S,diff_inventory,artifacts/images_to_convert/AC0301_1_S.jpg,artifacts/converted_images/converted_svgs/AC0301_1_S.svg,40,40,5029.07763671875,0.025780226255126232,ok,1600
AC0301_2_M,diff_inventory,artifacts/images_to_convert/AC0301_2_M.jpg,artifacts/converted_images/converted_svgs/AC0301_2_M.svg,60,60,15026.046875,0.07702702486223248,ok,3600
