hypothesis_group;bases;variants;max_geometry_delta;topology_signature_count;topology_signatures;text_orientation_policies;status
ac08_rotational_topology;AC0812,AC0814;AC0812_L|AC0814_S;0.7889;1;circle+no_text+no_stem+arm+text_mode:none;rotate_with_geometry;rejected
