root;node;depth;parent;node_line;edge_caller;edge_callee;edge_call_line;edge_caller_line;edge_callee_line;edge_raw_callee
Action._full_badge_error_for_circle_radius;_fit_to_original_size;1;Action._full_badge_error_for_circle_radius;0;Action._full_badge_error_for_circle_radius;_fit_to_original_size;6291;6265;0;Action._fit_to_original_size
Action._full_badge_error_for_circle_radius;_reanchor_arm_to_circle_edge;1;Action._full_badge_error_for_circle_radius;0;Action._full_badge_error_for_circle_radius;_reanchor_arm_to_circle_edge;6286;6265;0;Action._reanchor_arm_to_circle_edge
Action._full_badge_error_for_circle_radius;render_svg_to_numpy;1;Action._full_badge_error_for_circle_radius;0;Action._full_badge_error_for_circle_radius;render_svg_to_numpy;6291;6265;0;Action.render_svg_to_numpy
Action._full_badge_error_for_circle_radius;generate_badge_svg;1;Action._full_badge_error_for_circle_radius;0;Action._full_badge_error_for_circle_radius;generate_badge_svg;6291;6265;0;Action.generate_badge_svg
Action._full_badge_error_for_circle_radius;_clamp_circle_inside_canvas;1;Action._full_badge_error_for_circle_radius;0;Action._full_badge_error_for_circle_radius;_clamp_circle_inside_canvas;6283;6265;0;Action._clamp_circle_inside_canvas
Action._full_badge_error_for_circle_radius;_clip_scalar;1;Action._full_badge_error_for_circle_radius;0;Action._full_badge_error_for_circle_radius;_clip_scalar;6282;6265;0;Action._clip_scalar
Action._select_circle_radius_plateau_candidate;Action._select_circle_radius_plateau_candidate;0;;6297;;;;;;
Action._select_circle_radius_plateau_candidate;_snap_half;1;Action._select_circle_radius_plateau_candidate;0;Action._select_circle_radius_plateau_candidate;_snap_half;6334;6297;0;Action._snap_half
Action._select_circle_radius_plateau_candidate;_clip_scalar;1;Action._select_circle_radius_plateau_candidate;0;Action._select_circle_radius_plateau_candidate;_clip_scalar;6334;6297;0;Action._clip_scalar
Action._select_circle_radius_plateau_candidate;_full_badge_error_for_circle_radius;1;Action._select_circle_radius_plateau_candidate;0;Action._select_circle_radius_plateau_candidate;_full_badge_error_for_circle_radius;6348;6297;0;Action._full_badge_error_for_circle_radius
Action._select_circle_radius_plateau_candidate;_element_error_for_circle_radius;1;Action._select_circle_radius_plateau_candidate;0;Action._select_circle_radius_plateau_candidate;_element_error_for_circle_radius;6344;6297;0;Action._element_error_for_circle_radius
Action._element_error_for_circle_pose;Action._element_error_for_circle_pose;0;;6372;;;;;;
Action._element_error_for_circle_pose;_reanchor_arm_to_circle_edge;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_reanchor_arm_to_circle_edge;6393;6372;0;Action._reanchor_arm_to_circle_edge
Action._element_error_for_circle_pose;_element_only_params;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_element_only_params;6398;6372;0;Action._element_only_params
Action._element_error_for_circle_pose;_fit_to_original_size;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_fit_to_original_size;6399;6372;0;Action._fit_to_original_size
Action._element_error_for_circle_pose;render_svg_to_numpy;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;render_svg_to_numpy;6399;6372;0;Action.render_svg_to_numpy
Action._element_error_for_circle_pose;generate_badge_svg;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;generate_badge_svg;6398;6372;0;Action.generate_badge_svg
Action._element_error_for_circle_pose;_clamp_circle_inside_canvas;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_clamp_circle_inside_canvas;6390;6372;0;Action._clamp_circle_inside_canvas
Action._element_error_for_circle_pose;_snap_half;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_snap_half;6389;6372;0;Action._snap_half
Action._element_error_for_circle_pose;_element_match_error;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_element_match_error;6412;6372;0;Action._element_match_error
Action._element_error_for_circle_pose;extract_badge_element_mask;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;extract_badge_element_mask;6408;6372;0;Action.extract_badge_element_mask
Action._element_error_for_circle_pose;_clip_scalar;1;Action._element_error_for_circle_pose;0;Action._element_error_for_circle_pose;_clip_scalar;6389;6372;0;Action._clip_scalar
Action._reanchor_arm_to_circle_edge;Action._reanchor_arm_to_circle_edge;0;;6422;;;;;;
Action._optimize_circle_center_bracket;Action._optimize_circle_center_bracket;0;;6460;;;;;;
Action._optimize_circle_center_bracket;_snap_half;1;Action._optimize_circle_center_bracket;0;Action._optimize_circle_center_bracket;_snap_half;6559;6460;0;Action._snap_half
Action._optimize_circle_center_bracket;eval_center;1;Action._optimize_circle_center_bracket;0;Action._optimize_circle_center_bracket;eval_center;6540;6460;0;eval_center
Action._optimize_circle_center_bracket;_reanchor_arm_to_circle_edge;1;Action._optimize_circle_center_bracket;0;Action._optimize_circle_center_bracket;_reanchor_arm_to_circle_edge;6554;6460;0;Action._reanchor_arm_to_circle_edge
Action._optimize_circle_center_bracket;optimize_axis;1;Action._optimize_circle_center_bracket;0;Action._optimize_circle_center_bracket;optimize_axis;6538;6460;0;optimize_axis
Action.eval_center;Action.eval_center;0;;6484;;;;;;
Action.optimize_axis;Action.optimize_axis;0;;6495;;;;;;
Action._optimize_circle_radius_bracket;Action._optimize_circle_radius_bracket;0;;6567;;;;;;
Action._optimize_circle_radius_bracket;_reanchor_arm_to_circle_edge;1;Action._optimize_circle_radius_bracket;0;Action._optimize_circle_radius_bracket;_reanchor_arm_to_circle_edge;6680;6567;0;Action._reanchor_arm_to_circle_edge
Action._optimize_circle_radius_bracket;_snap_half;1;Action._optimize_circle_radius_bracket;0;Action._optimize_circle_radius_bracket;_snap_half;6663;6567;0;Action._snap_half
Action._optimize_circle_radius_bracket;eval_radius;1;Action._optimize_circle_radius_bracket;0;Action._optimize_circle_radius_bracket;eval_radius;6634;6567;0;eval_radius
Action._optimize_circle_radius_bracket;_select_circle_radius_plateau_candidate;1;Action._optimize_circle_radius_bracket;0;Action._optimize_circle_radius_bracket;_select_circle_radius_plateau_candidate;6668;6567;0;Action._select_circle_radius_plateau_candidate
Action._optimize_circle_radius_bracket;_clip_scalar;1;Action._optimize_circle_radius_bracket;0;Action._optimize_circle_radius_bracket;_clip_scalar;6614;6567;0;Action._clip_scalar
Action.eval_radius;Action.eval_radius;0;;6620;;;;;;
Action._optimize_circle_pose_multistart;Action._optimize_circle_pose_multistart;0;;6709;;;;;;
Action._optimize_circle_pose_multistart;eval_pose;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;eval_pose;6773;6709;0;eval_pose
Action._optimize_circle_pose_multistart;_optimize_circle_pose_adaptive_domain;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;_optimize_circle_pose_adaptive_domain;6812;6709;0;Action._optimize_circle_pose_adaptive_domain
Action._optimize_circle_pose_multistart;_optimize_circle_pose_stochastic_survivor;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;_optimize_circle_pose_stochastic_survivor;6815;6709;0;Action._optimize_circle_pose_stochastic_survivor
Action._optimize_circle_pose_multistart;_reanchor_arm_to_circle_edge;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;_reanchor_arm_to_circle_edge;6793;6709;0;Action._reanchor_arm_to_circle_edge
Action._optimize_circle_pose_multistart;_snap_half;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;_snap_half;6798;6709;0;Action._snap_half
Action._optimize_circle_pose_multistart;_clip_scalar;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;_clip_scalar;6747;6709;0;Action._clip_scalar
Action._optimize_circle_pose_multistart;_circle_bounds;1;Action._optimize_circle_pose_multistart;0;Action._optimize_circle_pose_multistart;_circle_bounds;6726;6709;0;Action._circle_bounds
Action.eval_pose;Action.eval_pose;0;;6753;;;;;;
Action._element_error_for_extent;Action._element_error_for_extent;0;;6819;;;;;;
Action._element_error_for_extent;_element_only_params;1;Action._element_error_for_extent;0;Action._element_error_for_extent;_element_only_params;6880;6819;0;Action._element_only_params
Action._element_error_for_extent;_fit_to_original_size;1;Action._element_error_for_extent;0;Action._element_error_for_extent;_fit_to_original_size;6881;6819;0;Action._fit_to_original_size
Action._element_error_for_extent;_reanchor_arm_to_circle_edge;1;Action._element_error_for_extent;0;Action._element_error_for_extent;_reanchor_arm_to_circle_edge;6850;6819;0;Action._reanchor_arm_to_circle_edge
Action._element_error_for_extent;render_svg_to_numpy;1;Action._element_error_for_extent;0;Action._element_error_for_extent;render_svg_to_numpy;6881;6819;0;Action.render_svg_to_numpy
Action._element_error_for_extent;generate_badge_svg;1;Action._element_error_for_extent;0;Action._element_error_for_extent;generate_badge_svg;6880;6819;0;Action.generate_badge_svg
Action._element_error_for_extent;_element_match_error;1;Action._element_error_for_extent;0;Action._element_error_for_extent;_element_match_error;6889;6819;0;Action._element_match_error
Action._element_error_for_extent;extract_badge_element_mask;1;Action._element_error_for_extent;0;Action._element_error_for_extent;extract_badge_element_mask;6885;6819;0;Action.extract_badge_element_mask
Action._element_error_for_extent;_clip_scalar;1;Action._element_error_for_extent;0;Action._element_error_for_extent;_clip_scalar;6876;6819;0;Action._clip_scalar
Action._optimize_element_extent_bracket;Action._optimize_element_extent_bracket;0;;6892;;;;;;
Action._optimize_element_extent_bracket;_argmin_index;1;Action._optimize_element_extent_bracket;0;Action._optimize_element_extent_bracket;_argmin_index;6988;6892;0;Action._argmin_index
Action._optimize_element_extent_bracket;_reanchor_arm_to_circle_edge;1;Action._optimize_element_extent_bracket;0;Action._optimize_element_extent_bracket;_reanchor_arm_to_circle_edge;7049;6892;0;Action._reanchor_arm_to_circle_edge
Action._optimize_element_extent_bracket;_snap_half;1;Action._optimize_element_extent_bracket;0;Action._optimize_element_extent_bracket;_snap_half;6977;6892;0;Action._snap_half
Action._optimize_element_extent_bracket;_stochastic_survivor_scalar;1;Action._optimize_element_extent_bracket;0;Action._optimize_element_extent_bracket;_stochastic_survivor_scalar;6993;6892;0;Action._stochastic_survivor_scalar
Action._optimize_element_extent_bracket;_clip_scalar;1;Action._optimize_element_extent_bracket;0;Action._optimize_element_extent_bracket;_clip_scalar;7085;6892;0;Action._clip_scalar
Action._optimize_element_extent_bracket;_element_error_for_extent;1;Action._optimize_element_extent_bracket;0;Action._optimize_element_extent_bracket;_element_error_for_extent;6997;6892;0;Action._element_error_for_extent
Action._optimize_element_width_bracket;Action._optimize_element_width_bracket;0;;7094;;;;;;
Action._optimize_element_width_bracket;_argmin_index;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_argmin_index;7149;7094;0;Action._argmin_index
Action._optimize_element_width_bracket;_element_width_key_and_bounds;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_element_width_key_and_bounds;7096;7094;0;Action._element_width_key_and_bounds
Action._optimize_element_width_bracket;_snap_half;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_snap_half;7189;7094;0;Action._snap_half
Action._optimize_element_width_bracket;_stochastic_survivor_scalar;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_stochastic_survivor_scalar;7155;7094;0;Action._stochastic_survivor_scalar
Action._optimize_element_width_bracket;_element_error_for_width;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_element_error_for_width;7159;7094;0;Action._element_error_for_width
Action._optimize_element_width_bracket;_clip_scalar;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_clip_scalar;7138;7094;0;Action._clip_scalar
Action._optimize_element_width_bracket;_snap_int_px;1;Action._optimize_element_width_bracket;0;Action._optimize_element_width_bracket;_snap_int_px;7181;7094;0;Action._snap_int_px
Action._element_color_keys;Action._element_color_keys;0;;7199;;;;;;
Action._element_error_for_color;Action._element_error_for_color;0;;7211;;;;;;
Action._element_error_for_color;_fit_to_original_size;1;Action._element_error_for_color;0;Action._element_error_for_color;_fit_to_original_size;7224;7211;0;Action._fit_to_original_size
Action._element_error_for_color;_element_only_params;1;Action._element_error_for_color;0;Action._element_error_for_color;_element_only_params;7223;7211;0;Action._element_only_params
Action._element_error_for_color;render_svg_to_numpy;1;Action._element_error_for_color;0;Action._element_error_for_color;render_svg_to_numpy;7224;7211;0;Action.render_svg_to_numpy
Action._element_error_for_color;generate_badge_svg;1;Action._element_error_for_color;0;Action._element_error_for_color;generate_badge_svg;7223;7211;0;Action.generate_badge_svg
Action._element_error_for_color;_masked_union_error_in_bbox;1;Action._element_error_for_color;0;Action._element_error_for_color;_masked_union_error_in_bbox;7232;7211;0;Action._masked_union_error_in_bbox
Action._element_error_for_color;_element_match_error;1;Action._element_error_for_color;0;Action._element_error_for_color;_element_match_error;7234;7211;0;Action._element_match_error
Action._element_error_for_color;_clip_scalar;1;Action._element_error_for_color;0;Action._element_error_for_color;_clip_scalar;7220;7211;0;Action._clip_scalar
Action._optimize_element_color_bracket;Action._optimize_element_color_bracket;0;;7243;;;;;;
Action._optimize_element_color_bracket;_argmin_index;1;Action._optimize_element_color_bracket;0;Action._optimize_element_color_bracket;_argmin_index;7294;7243;0;Action._argmin_index
Action._optimize_element_color_bracket;_mean_gray_for_mask;1;Action._optimize_element_color_bracket;0;Action._optimize_element_color_bracket;_mean_gray_for_mask;7257;7243;0;Action._mean_gray_for_mask
Action._optimize_element_color_bracket;_element_color_keys;1;Action._optimize_element_color_bracket;0;Action._optimize_element_color_bracket;_element_color_keys;7260;7243;0;Action._element_color_keys
Action._optimize_element_color_bracket;_stochastic_survivor_scalar;1;Action._optimize_element_color_bracket;0;Action._optimize_element_color_bracket;_stochastic_survivor_scalar;7298;7243;0;Action._stochastic_survivor_scalar
Action._optimize_element_color_bracket;_clip_scalar;1;Action._optimize_element_color_bracket;0;Action._optimize_element_color_bracket;_clip_scalar;7314;7243;0;Action._clip_scalar
Action._optimize_element_color_bracket;_element_error_for_color;1;Action._optimize_element_color_bracket;0;Action._optimize_element_color_bracket;_element_error_for_color;7302;7243;0;Action._element_error_for_color
Action._refine_stem_geometry_from_masks;Action._refine_stem_geometry_from_masks;0;;7336;;;;;;
Action._refine_stem_geometry_from_masks;_snap_half;1;Action._refine_stem_geometry_from_masks;0;Action._refine_stem_geometry_from_masks;_snap_half;7396;7336;0;Action._snap_half
Action._refine_stem_geometry_from_masks;_estimate_vertical_stem_from_mask;1;Action._refine_stem_geometry_from_masks;0;Action._refine_stem_geometry_from_masks;_estimate_vertical_stem_from_mask;7355;7336;0;Action._estimate_vertical_stem_from_mask
Action._refine_stem_geometry_from_masks;_mask_bbox;1;Action._refine_stem_geometry_from_masks;0;Action._refine_stem_geometry_from_masks;_mask_bbox;7339;7336;0;Action._mask_bbox
Action._refine_stem_geometry_from_masks;_clip_scalar;1;Action._refine_stem_geometry_from_masks;0;Action._refine_stem_geometry_from_masks;_clip_scalar;7371;7336;0;Action._clip_scalar
Action._refine_stem_geometry_from_masks;_snap_int_px;1;Action._refine_stem_geometry_from_masks;0;Action._refine_stem_geometry_from_masks;_snap_int_px;7393;7336;0;Action._snap_int_px
Action._expected_semantic_presence;Action._expected_semantic_presence;0;;7407;;;;;;
Action._semantic_presence_mismatches;Action._semantic_presence_mismatches;0;;7411;;;;;;
Action._detect_semantic_primitives;Action._detect_semantic_primitives;0;;7415;;;;;;
Action._detect_semantic_primitives;_clip_scalar;1;Action._detect_semantic_primitives;0;Action._detect_semantic_primitives;_clip_scalar;7509;7415;0;Action._clip_scalar
Action._detect_semantic_primitives;_circle_from_foreground_mask;1;Action._detect_semantic_primitives;0;Action._detect_semantic_primitives;_circle_from_foreground_mask;7494;7415;0;Action._circle_from_foreground_mask
Action._detect_semantic_primitives;_foreground_mask;1;Action._detect_semantic_primitives;0;Action._detect_semantic_primitives;_foreground_mask;7439;7415;0;Action._foreground_mask
Action.validate_semantic_description_alignment;Action.validate_semantic_description_alignment;0;;7675;;;;;;
Action.validate_semantic_description_alignment;_semantic_presence_mismatches;1;Action.validate_semantic_description_alignment;0;Action.validate_semantic_description_alignment;_semantic_presence_mismatches;7835;7675;0;Action._semantic_presence_mismatches
Action.validate_semantic_description_alignment;_expected_semantic_presence;1;Action.validate_semantic_description_alignment;0;Action.validate_semantic_description_alignment;_expected_semantic_presence;7680;7675;0;Action._expected_semantic_presence
Action.validate_semantic_description_alignment;_detect_semantic_primitives;1;Action.validate_semantic_description_alignment;0;Action.validate_semantic_description_alignment;_detect_semantic_primitives;7686;7675;0;Action._detect_semantic_primitives
Action.validate_semantic_description_alignment;_mask_supports_element;1;Action.validate_semantic_description_alignment;0;Action.validate_semantic_description_alignment;_mask_supports_element;7769;7675;0;_mask_supports_element
Action.validate_semantic_description_alignment;extract_badge_element_mask;1;Action.validate_semantic_description_alignment;0;Action.validate_semantic_description_alignment;extract_badge_element_mask;7690;7675;0;Action.extract_badge_element_mask
Action.validate_semantic_description_alignment;_foreground_mask;1;Action.validate_semantic_description_alignment;0;Action.validate_semantic_description_alignment;_foreground_mask;7852;7675;0;Action._foreground_mask
Action._mask_supports_element;Action._mask_supports_element;0;;7692;;;;;;
Action.validate_badge_by_elements;Action.validate_badge_by_elements;0;;7886;;;;;;
Action.validate_badge_by_elements;calculate_error;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;calculate_error;8016;7886;0;Action.calculate_error
Action.validate_badge_by_elements;_element_only_params;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_element_only_params;7955;7886;0;Action._element_only_params
Action.validate_badge_by_elements;render_svg_to_numpy;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;render_svg_to_numpy;8015;7886;0;Action.render_svg_to_numpy
Action.validate_badge_by_elements;_stagnation_fingerprint;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_stagnation_fingerprint;8022;7886;0;_stagnation_fingerprint
Action.validate_badge_by_elements;extract_badge_element_mask;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;extract_badge_element_mask;8117;7886;0;Action.extract_badge_element_mask
Action.validate_badge_by_elements;_optimize_circle_center_bracket;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_optimize_circle_center_bracket;7996;7886;0;Action._optimize_circle_center_bracket
Action.validate_badge_by_elements;_element_region_mask;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_element_region_mask;7968;7886;0;Action._element_region_mask
Action.validate_badge_by_elements;_release_ac08_adaptive_locks;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_release_ac08_adaptive_locks;8093;7886;0;Action._release_ac08_adaptive_locks
Action.validate_badge_by_elements;_apply_canonical_badge_colors;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_apply_canonical_badge_colors;8124;7886;0;Action._apply_canonical_badge_colors
Action.validate_badge_by_elements;_optimize_circle_radius_bracket;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_optimize_circle_radius_bracket;7999;7886;0;Action._optimize_circle_radius_bracket
Action.validate_badge_by_elements;_optimize_element_width_bracket;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_optimize_element_width_bracket;7986;7886;0;Action._optimize_element_width_bracket
Action.validate_badge_by_elements;_refine_stem_geometry_from_masks;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_refine_stem_geometry_from_masks;7979;7886;0;Action._refine_stem_geometry_from_masks
Action.validate_badge_by_elements;generate_badge_svg;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;generate_badge_svg;8014;7886;0;Action.generate_badge_svg
Action.validate_badge_by_elements;create_diff_image;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;create_diff_image;7969;7886;0;Action.create_diff_image
Action.validate_badge_by_elements;_element_match_error;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_element_match_error;7975;7886;0;Action._element_match_error
Action.validate_badge_by_elements;_optimize_element_extent_bracket;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_optimize_element_extent_bracket;7990;7886;0;Action._optimize_element_extent_bracket
Action.validate_badge_by_elements;_fit_to_original_size;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_fit_to_original_size;8015;7886;0;Action._fit_to_original_size
Action.validate_badge_by_elements;_optimize_global_parameter_vector_sampling;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_optimize_global_parameter_vector_sampling;8006;7886;0;Action._optimize_global_parameter_vector_sampling
Action.validate_badge_by_elements;_activate_ac08_adaptive_locks;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_activate_ac08_adaptive_locks;8078;7886;0;Action._activate_ac08_adaptive_locks
Action.validate_badge_by_elements;_optimize_element_color_bracket;1;Action.validate_badge_by_elements;0;Action.validate_badge_by_elements;_optimize_element_color_bracket;8120;7886;0;Action._optimize_element_color_bracket
Action._stagnation_fingerprint;Action._stagnation_fingerprint;0;;7919;;;;;;
_quality_sort_key;_quality_sort_key;0;;9046;;;;;;
_anchor_rank;_anchor_rank;0;;10640;;;;;;
write_successful_conversion_quality_report;write_successful_conversion_quality_report;0;;11594;;;;;;
write_successful_conversion_quality_report;write;1;write_successful_conversion_quality_report;0;write_successful_conversion_quality_report;write;11623;11594;0;f.write
write_successful_conversion_quality_report;update_successful_conversions_manifest_with_metrics;1;write_successful_conversion_quality_report;11463;write_successful_conversion_quality_report;update_successful_conversions_manifest_with_metrics;11602;11594;11463;update_successful_conversions_manifest_with_metrics
write_successful_conversion_quality_report;collect_successful_conversion_quality_metrics;2;update_successful_conversions_manifest_with_metrics;11153;update_successful_conversions_manifest_with_metrics;collect_successful_conversion_quality_metrics;11482;11463;11153;collect_successful_conversion_quality_metrics
write_successful_conversion_quality_report;render_svg_to_numpy;3;collect_successful_conversion_quality_metrics;0;collect_successful_conversion_quality_metrics;render_svg_to_numpy;11219;11153;0;Action.render_svg_to_numpy
write_successful_conversion_quality_report;_read_validation_log_details;3;collect_successful_conversion_quality_metrics;8690;collect_successful_conversion_quality_metrics;_read_validation_log_details;11195;11153;8690;_read_validation_log_details
write_successful_conversion_quality_report;_load_iteration_log_rows;3;collect_successful_conversion_quality_metrics;11127;collect_successful_conversion_quality_metrics;_load_iteration_log_rows;11169;11153;11127;_load_iteration_log_rows
write_successful_conversion_quality_report;_find_image_path_by_variant;3;collect_successful_conversion_quality_metrics;11144;collect_successful_conversion_quality_metrics;_find_image_path_by_variant;11176;11153;11144;_find_image_path_by_variant
write_successful_conversion_quality_report;_read_successful_conversion_manifest_metrics;2;update_successful_conversions_manifest_with_metrics;11287;update_successful_conversions_manifest_with_metrics;_read_successful_conversion_manifest_metrics;11481;11463;11287;_read_successful_conversion_manifest_metrics
write_successful_conversion_quality_report;_parse_successful_conversion_manifest_line;3;_read_successful_conversion_manifest_metrics;11257;_read_successful_conversion_manifest_metrics;_parse_successful_conversion_manifest_line;11294;11287;11257;_parse_successful_conversion_manifest_line
write_successful_conversion_quality_report;_restore_successful_conversion_snapshot;2;update_successful_conversions_manifest_with_metrics;11315;update_successful_conversions_manifest_with_metrics;_restore_successful_conversion_snapshot;11506;11463;11315;_restore_successful_conversion_snapshot
write_successful_conversion_quality_report;_successful_conversion_snapshot_paths;3;_restore_successful_conversion_snapshot;11305;_restore_successful_conversion_snapshot;_successful_conversion_snapshot_paths;11317;11315;11305;_successful_conversion_snapshot_paths
write_successful_conversion_quality_report;_successful_conversion_snapshot_dir;4;_successful_conversion_snapshot_paths;11300;_successful_conversion_snapshot_paths;_successful_conversion_snapshot_dir;11306;11305;11300;_successful_conversion_snapshot_dir
write_successful_conversion_quality_report;_store_successful_conversion_snapshot;2;update_successful_conversions_manifest_with_metrics;11334;update_successful_conversions_manifest_with_metrics;_store_successful_conversion_snapshot;11499;11463;11334;_store_successful_conversion_snapshot
write_successful_conversion_quality_report;_successful_conversion_snapshot_paths;3;_store_successful_conversion_snapshot;11305;_store_successful_conversion_snapshot;_successful_conversion_snapshot_paths;11336;11334;11305;_successful_conversion_snapshot_paths
write_successful_conversion_quality_report;_successful_conversion_snapshot_dir;4;_successful_conversion_snapshot_paths;11300;_successful_conversion_snapshot_paths;_successful_conversion_snapshot_dir;11306;11305;11300;_successful_conversion_snapshot_dir
write_successful_conversion_quality_report;_is_successful_conversion_candidate_better;2;update_successful_conversions_manifest_with_metrics;11351;update_successful_conversions_manifest_with_metrics;_is_successful_conversion_candidate_better;11495;11463;11351;_is_successful_conversion_candidate_better
write_successful_conversion_quality_report;_evaluate_quality_pass_candidate;3;_is_successful_conversion_candidate_better;9203;_is_successful_conversion_candidate_better;_evaluate_quality_pass_candidate;11368;11351;9203;_evaluate_quality_pass_candidate
write_successful_conversion_quality_report;_successful_conversion_metrics_available;3;_is_successful_conversion_candidate_better;11236;_is_successful_conversion_candidate_better;_successful_conversion_metrics_available;11358;11351;11236;_successful_conversion_metrics_available
write_successful_conversion_quality_report;_merge_successful_conversion_metrics;2;update_successful_conversions_manifest_with_metrics;11375;update_successful_conversions_manifest_with_metrics;_merge_successful_conversion_metrics;11503;11463;11375;_merge_successful_conversion_metrics
write_successful_conversion_quality_report;_format_successful_conversion_manifest_line;2;update_successful_conversions_manifest_with_metrics;11389;update_successful_conversions_manifest_with_metrics;_format_successful_conversion_manifest_line;11533;11463;11389;_format_successful_conversion_manifest_line
write_successful_conversion_quality_report;_successful_conversion_metrics_available;3;_format_successful_conversion_manifest_line;11236;_format_successful_conversion_manifest_line;_successful_conversion_metrics_available;11391;11389;11236;_successful_conversion_metrics_available
write_successful_conversion_quality_report;_latest_failed_conversion_manifest_entry;2;update_successful_conversions_manifest_with_metrics;11430;update_successful_conversions_manifest_with_metrics;_latest_failed_conversion_manifest_entry;11539;11463;11430;_latest_failed_conversion_manifest_entry
write_successful_conversion_quality_report;_sorted_successful_conversion_metrics_rows;2;update_successful_conversions_manifest_with_metrics;11559;update_successful_conversions_manifest_with_metrics;_sorted_successful_conversion_metrics_rows;11557;11463;11559;_sorted_successful_conversion_metrics_rows
write_successful_conversion_quality_report;_sorted_successful_conversion_metrics_rows;1;write_successful_conversion_quality_report;11559;write_successful_conversion_quality_report;_sorted_successful_conversion_metrics_rows;11609;11594;11559;_sorted_successful_conversion_metrics_rows
write_successful_conversion_quality_report;_write_successful_conversion_csv_table;1;write_successful_conversion_quality_report;11566;write_successful_conversion_quality_report;_write_successful_conversion_csv_table;11614;11594;11566;_write_successful_conversion_csv_table
write_successful_conversion_quality_report;_sorted_successful_conversion_metrics_rows;2;_write_successful_conversion_csv_table;11559;_write_successful_conversion_csv_table;_sorted_successful_conversion_metrics_rows;11576;11566;11559;_sorted_successful_conversion_metrics_rows
_TeeTextIO.__init__;_TeeTextIO.__init__;0;;11786;;;;;;
_TeeTextIO.write;_TeeTextIO.write;0;;11789;;;;;;
_TeeTextIO.write;write;1;_TeeTextIO.write;0;_TeeTextIO.write;write;11791;11789;0;stream.write
_TeeTextIO.flush;_TeeTextIO.flush;0;;11794;;;;;;
_TeeTextIO.flush;flush;1;_TeeTextIO.flush;0;_TeeTextIO.flush;flush;11796;11794;0;stream.flush
main;main;0;;11900;;;;;;
main;_runtime_modules;1;main;129;main;_runtime_modules;11967;11900;129;_runtime_modules
main;analyze_range;1;main;146;main;analyze_range;11968;11900;146;analyze_range
main;_runtime_modules;2;analyze_range;129;analyze_range;_runtime_modules;154;146;129;_runtime_modules
main;_bootstrap_required_image_dependencies;1;main;739;main;_bootstrap_required_image_dependencies;11952;11900;739;_bootstrap_required_image_dependencies
main;export_module_call_tree_csv;1;main;850;main;export_module_call_tree_csv;11928;11900;850;export_module_call_tree_csv
main;_module_call_edges_for_path;2;export_module_call_tree_csv;759;export_module_call_tree_csv;_module_call_edges_for_path;854;850;759;_module_call_edges_for_path
main;walk;2;export_module_call_tree_csv;869;export_module_call_tree_csv;walk;877;850;869;walk
