variant;filename;status;error_per_pixel;mean_delta2;geometry_phase;geometry_phase_mode;policy_phase;policy_phase_decision;step_count;step_accepted_count;step_success_rate;override_applied;override_reason;placeholder_emergency_used
AC0130_M;AC0130_M.jpg;;0.011466;2352.801025;geometry_chain.elementwise;elementwise_geometry_ir;policy.geometry_selected;geometry_wins;0;0;0.000000;0;;0
