pass;filename;old_error_per_pixel;new_error_per_pixel;old_mean_delta2;new_mean_delta2;improved;decision;iteration_budget;badge_validation_rounds
1;AC0800_S.jpg;0.04594568;0.05803457;908.693359;1429.839966;0;rejected_regression;129;7
1;AC0800_L.jpg;0.00769012;0.02256543;631.343323;5420.166504;0;rejected_regression;129;7
